Start,Finish,Name of conflict,Belligerents,Defeated,Part of,War link,Wider conflict link
1722,1723,Russo-Persian War\n(1722–1723),Russian Empire\nUkrainian Cossacks\nKingdom of Kartli\nKabardians\nKalmyk Khanate\nShamkhalate of Tarki\nTabasaran principality,Safavid dynasty,,https://en.wikipedia.org/wiki/Russo-Persian_War_(1722%E2%80%931723),https://en.wikipedia.org/wiki/Russo-Persian_War_(1722%E2%80%931723)
1722,1727,Ottoman–Hotaki War\n(1722–1727),Ottoman Empire,Hotak dynasty,,https://en.wikipedia.org/wiki/Ottoman%E2%80%93Hotaki_War_(1722%E2%80%931727),https://en.wikipedia.org/wiki/Ottoman%E2%80%93Hotaki_War_(1722%E2%80%931727)
1725,1745,Saltpeter Wars,Müllerisch Faction,Salpterisch Faction,,https://en.wikipedia.org/wiki/Saltpeter_Wars,
1726,1727,Appeal War,County of East Frisia,Estates of East Frisia,,https://en.wikipedia.org/wiki/Appeal_War,
1727,1729,Anglo-Spanish War\n(1727–1729),Spain,Great Britain,,https://en.wikipedia.org/wiki/Anglo-Spanish_War_(1727%E2%80%931729),https://en.wikipedia.org/wiki/Anglo-Spanish_War_(1727%E2%80%931729)
1728,1733,Second Fox War,France,Fox people,,https://en.wikipedia.org/wiki/Fox_Wars#Second_Fox_War,
1730,1730,Patrona Halil Revolt,Ottoman Empire,Janissaries,,https://en.wikipedia.org/wiki/Patrona_Halil,
1730,1735,Ottoman–Persian War\n(1730–1735),Safavid dynasty,Ottoman Empire,,https://en.wikipedia.org/wiki/Ottoman%E2%80%93Persian_War_(1730%E2%80%931735),https://en.wikipedia.org/wiki/Ottoman%E2%80%93Persian_War_(1730%E2%80%931735)
1732,1736,Kovenu war[20],Anlo,Anexo,,https://en.wikipedia.org/wiki/Kovenu_war?action=edit&redlink=1,
1733,1733,1733 slave insurrection\non St. John,Danish West India\nCompany,Slaves,,https://en.wikipedia.org/wiki/1733_slave_insurrection_on_St._John,https://en.wikipedia.org/wiki/1733_slave_insurrection_on_St._John
1733,1738,War of the Polish\nSuccession,Poland loyal to Stanisław\nLeszczyński,Poland loyal to Augustus,,https://en.wikipedia.org/wiki/War_of_the_Polish_Succession,https://en.wikipedia.org/wiki/War_of_the_Polish_Succession
,,,France\nSpain\nPiedmont-Sardinia\nDuchy of Parma,Russia\nAustria\nSaxony\nPrussia,,,
1735,1736,Miao Rebellion (1735–\n36),Qing dynasty,Miao rebels,,https://en.wikipedia.org/wiki/Miao_Rebellion_(1735%E2%80%9336),https://en.wikipedia.org/wiki/Miao_Rebellion_(1735%E2%80%9336)
1735,1737,Spanish–Portuguese\nWar (1735–1737),Portuguese Empire,Spanish Empire,,https://en.wikipedia.org/wiki/Spanish%E2%80%93Portuguese_War_(1735%E2%80%931737),https://en.wikipedia.org/wiki/Spanish%E2%80%93Portuguese_War_(1735%E2%80%931737)
1735,1739,Russo–Turkish War\n(1735–1739),Russia\nCossack Hetmanate\nAustria,Ottoman Empire\nCrimean Khanate,,https://en.wikipedia.org/wiki/Russo%E2%80%93Turkish_War_(1735%E2%80%931739),https://en.wikipedia.org/wiki/Russo%E2%80%93Turkish_War_(1735%E2%80%931739)
1735,1740,Bashkir Rebellion,Russian Empire,Bashkirs,,https://en.wikipedia.org/wiki/Bashkirs#Bashkir_rebellions_of_the_17th%E2%80%9318th_centuries,
1738,1739,Nader Shah's invasion\nof India,Afsharid dynasty,Mughal Empire,,https://en.wikipedia.org/wiki/Nader_Shah's_invasion_of_India,https://en.wikipedia.org/wiki/Nader_Shah's_invasion_of_India
1739,1739,Stono Rebellion,Kingdom of Great Britain,Slaves,,https://en.wikipedia.org/wiki/Stono_Rebellion,
1739,1748,War of Jenkins' Ear\n,Spanish Empire,Kingdom of Great Britain,War of the\nAustrian Succession,https://en.wikipedia.org/wiki/War_of_Jenkins'_Ear,
1740,1748,War of the Austrian\nSuccession,France\nPrussia\nSpain\nBavaria (1741–45)\nSaxony (1741–42)\nSicily\nNaples\nRepublic of Genoa\nSweden (1741–43),"Austria\nGreat Britain\nHanover\nDutch Republic\nSaxony (1743–45)\nKingdom of Sardinia\nRussia (1741–43, 1748)",,https://en.wikipedia.org/wiki/War_of_the_Austrian_Succession,https://en.wikipedia.org/wiki/War_of_the_Austrian_Succession
1740,1742,First Silesian War,Prussia,Austria,,https://en.wikipedia.org/wiki/First_Silesian_War,
1741,1743,Java War (1741–1743),Dutch East India Company,Javanese rebels,,https://en.wikipedia.org/wiki/Java_War_(1741%E2%80%931743),
1741,1743,Russo-Swedish War\n(1741–1743)\n,Russia,Sweden,War of the\nAustrian Succession,https://en.wikipedia.org/wiki/Russo-Swedish_War_(1741%E2%80%931743),https://en.wikipedia.org/wiki/Russo-Swedish_War_(1741%E2%80%931743)
1742,1742,First Maratha invasion\nof Bengal,Maratha Empire,Bengal Subah,,https://en.wikipedia.org/wiki/First_Maratha_invasion_of_Bengal,https://en.wikipedia.org/wiki/First_Maratha_invasion_of_Bengal
1743,1746,Ottoman–Persian War\n(1743–1746),Afsharid dynasty,Ottoman Empire,,https://en.wikipedia.org/wiki/Ottoman%E2%80%93Persian_War_(1743%E2%80%931746),https://en.wikipedia.org/wiki/Ottoman%E2%80%93Persian_War_(1743%E2%80%931746)
1744,1829,Dagohoy rebellion,Spain,Boholano nation,,https://en.wikipedia.org/wiki/Dagohoy_rebellion,
1744,1747,Chukchi War,Russian Empire,Chukchis,,https://en.wikipedia.org/wiki/Chukchi_War?action=edit&redlink=1,
1744,1748,King George's War\n,Great Britain\nBritish America\nIroquois Confederacy,France\nNew France\nWabanaki Confederacy,War of the\nAustrian Succession,https://en.wikipedia.org/wiki/King_George's_War,
1744,1745,Second Silesian War\n,Prussia,Austria,War of the\nAustrian Succession,https://en.wikipedia.org/wiki/Second_Silesian_War,
,,nan,nan,nan,,,
1745,1746,"Jacobite rising of 1745\nAlso called ""The Forty-\nFive""",Great Britain,Jacobites\nKingdom of France,,https://en.wikipedia.org/wiki/Jacobite_rising_of_1745,
1746,1748,First Carnatic War\n,Kingdom of France\nFrench East India\nCompany,Kingdom of Great Britain,War of the\nAustrian Succession,https://en.wikipedia.org/wiki/First_Carnatic_War,
1747,1750,Choctaw Civil War,Choctaw Eastern Division,Choctaw Western Division,,https://en.wikipedia.org/wiki/Choctaw_Civil_War,
1747,1796,Civil War between\nAfsharid and Qajar,Afsharid dynasty,Qajar dynasty,,https://en.wikipedia.org/wiki/Afsharid_dynasty#Civil_war_and_downfall_of_the_Afsharids,https://en.wikipedia.org/wiki/Afsharid_dynasty#Civil_war_and_downfall_of_the_Afsharids
1749,1754,Second Carnatic War,Great Britain\nBritish East India\nCompany\nSepoys\nMaratha allies,France\nFrench East India\nCompany\nNawab of Arcot,,https://en.wikipedia.org/wiki/Carnatic_Wars#Second_Carnatic_War,
1749,1757,Third Javanese War of\nSuccession,Mataram Sultanate (until\n1755)\nYogyakarta Sultanate (from\n1755)\nSurakarta Sunanate (from\n1755)\nDutch East India Company,Anti-Dutch rebels,,https://en.wikipedia.org/wiki/Third_Javanese_War_of_Succession,https://en.wikipedia.org/wiki/Third_Javanese_War_of_Succession
1752,1757,Konbaung–\nHanthawaddy War,Burmese Empire,Restored Hanthawaddy Kingdom\nFrench East India Company,,https://en.wikipedia.org/wiki/Konbaung%E2%80%93Hanthawaddy_War,https://en.wikipedia.org/wiki/Konbaung%E2%80%93Hanthawaddy_War
1754,1763,French and Indian War\n,Great Britain\nBritish America\nIroquois Confederacy\nWyandot\nCatawba\nCherokee (before\n1758))\nMingos (briefly),France\nNew France\nWabanaki Confederacy\nAbenaki\nAlgonquin\nCaughnawaga Mohawk\nFaction\nLenape\nMiꞌkmaq\nOjibwa\nOdawa\nShawnee,Seven\nYears' War,https://en.wikipedia.org/wiki/French_and_Indian_War,
1756,1756,Cattle War,Danish India\nFrench India,Thanjavur,,https://en.wikipedia.org/wiki/Cattle_War,
1756,1756,Guaraní War,Portugal\nSpain,Guaraní Tribes,,https://en.wikipedia.org/wiki/Guaran%C3%AD_War,
1756,1763,Seven Years' War,Great Britain\nHanover\nPrussia\nBrunswick-Wolfenbüttel\nIroquois Confederacy,France\nAustria\nRussia (until 1762)\nSpain (from 1761)\nSweden (1757–62),,https://en.wikipedia.org/wiki/Seven_Years'_War,
,,,Portugal (from 1761)\nHesse-Kassel\nSchaumburg-Lippe\nWyandot\nCatawba\nCherokee (before 1758),Saxony\nMughal Empire (from 1757)\nWabanaki Confederacy\nCaughnawaga Mohawk\nFaction\nAlgonquin\nAbenaki\nLenape\nOjibwa\nOdawa\nShawnee,,,
1756,1763,Third Silesian War\n,Prussia,Austria,Seven\nYears' War,https://en.wikipedia.org/wiki/Third_Silesian_War,
1757,1763,Third Carnatic War\n,British East India Company,Principality of Bengal\nFrench East India Company\nDutch East India Company,Seven\nYears' War,https://en.wikipedia.org/wiki/Carnatic_Wars#Third_Carnatic_War,
1757,1762,Pomeranian War\n,Sweden\nRussia,Prussia,Seven\nYears' War,https://en.wikipedia.org/wiki/Pomeranian_War,
1757,1759,Revolt of the Altishahr\nKhojas,Qing dynasty,Altishahr Khojas,,https://en.wikipedia.org/wiki/Revolt_of_the_Altishahr_Khojas,https://en.wikipedia.org/wiki/Revolt_of_the_Altishahr_Khojas
1758,1761,Anglo-Cherokee War\n,Great Britain,Cherokee,French and\nIndian War,https://en.wikipedia.org/wiki/Anglo-Cherokee_War,
1759,1760,Burmese–Siamese\nWar (1759–1760),Burmese Empire,Siam,,https://en.wikipedia.org/wiki/Burmese%E2%80%93Siamese_War_(1759%E2%80%931760),https://en.wikipedia.org/wiki/Burmese%E2%80%93Siamese_War_(1759%E2%80%931760)
1760,1760,Tacky's War,Great Britain,Slaves,,https://en.wikipedia.org/wiki/Tacky's_War,
1761,1761,Canek Revolt,Spain,Mayans,,https://en.wikipedia.org/wiki/Jacinto_Canek#The_revolt,
1762,1763,Fantastic War\n,Portugal\nGreat Britain,Spain\nFrance,Seven\nYears' War,https://en.wikipedia.org/wiki/Fantastic_War,
1763,1764,Berbice slave uprising,Dutch Republic,Berbice slaves,,https://en.wikipedia.org/wiki/Berbice_slave_uprising,
1763,1766,Pontiac's War,Great Britain,Pontiac's confederacy\nSeneca,,https://en.wikipedia.org/wiki/Pontiac's_War,
1763,1864,Russo-Circassian War\n,Russian Empire,Circassia\nCaucasian Imamate\n(Western)\nSadzen,Caucasian\nWar,https://en.wikipedia.org/wiki/Russo-Circassian_War,
1765,1765,Strilekrigen,Denmark–Norway,Norwegian Peasants,,https://en.wikipedia.org/wiki/Strilekrigen,
1765,1767,Burmese–Siamese\nWar (1765–67),Burmese Empire,Siam,,https://en.wikipedia.org/wiki/Burmese%E2%80%93Siamese_War_(1765%E2%80%9367),https://en.wikipedia.org/wiki/Burmese%E2%80%93Siamese_War_(1765%E2%80%9367)
1765,1769,Sino-Burmese War,Burmese Empire,Qing dynasty,,https://en.wikipedia.org/wiki/Sino-Burmese_War_(1765%E2%80%931769),
1765,1771,War of the Regulation,Province of North Carolina,Regulators,,https://en.wikipedia.org/wiki/War_of_the_Regulation,
1766,1792,Mysorean invasion of\nKerala,Mysore\nCannanore,British East India Company\nZamorin of Calicut\nTravancore,,https://en.wikipedia.org/wiki/Mysorean_invasion_of_Kerala,https://en.wikipedia.org/wiki/Mysorean_invasion_of_Kerala
,,nan,nan,nan,,,
1767,1769,First Anglo-Mysore\nWar,Mysore,British East India Company\nMaratha Confederacy\nNawab of Arcot\nHyderabad State,,https://en.wikipedia.org/wiki/First_Anglo-Mysore_War,https://en.wikipedia.org/wiki/First_Anglo-Mysore_War
1768,1768,Montserrat slave\nrebellion of 1768,Great Britain,Slaves,,https://en.wikipedia.org/wiki/Montserrat_slave_rebellion_of_1768,https://en.wikipedia.org/wiki/Montserrat_slave_rebellion_of_1768
1768,1768,Louisiana Rebellion of\n1768,Spanish Empire,Creole rebels\nGerman rebels,,https://en.wikipedia.org/wiki/Louisiana_Rebellion_of_1768,https://en.wikipedia.org/wiki/Louisiana_Rebellion_of_1768
1768,1769,Koliyivshchyna,Russian Empire\nPolish–Lithuanian\nCommonwealth,Haydamak\nCossacks,,https://en.wikipedia.org/wiki/Koliyivshchyna,
1768,1769,French conquest of\nCorsica,France,Corsican Republic,,https://en.wikipedia.org/wiki/French_conquest_of_Corsica,https://en.wikipedia.org/wiki/French_conquest_of_Corsica
1768,1774,Russo-Turkish War\n(1768–1774),Russian Empire\nZaporozhian Host\nGreek insurgents\nKingdom of Kartli-\nKakheti\nKingdom of Imereti,Ottoman Empire\nCrimean Khanate,,https://en.wikipedia.org/wiki/Russo-Turkish_War_(1768%E2%80%931774),https://en.wikipedia.org/wiki/Russo-Turkish_War_(1768%E2%80%931774)
1768,1772,Bar Confederation,Russian Empire,Bar Confederation\nKingdom of France,,https://en.wikipedia.org/wiki/Bar_Confederation,
1769,1773,First Carib War,British Empire,Black Caribs,,https://en.wikipedia.org/wiki/First_Carib_War,
1769,1772,Danish-Algerian War,Ottoman Algeria,Denmark-Norway,,https://en.wikipedia.org/wiki/Danish-Algerian_War,
1769,1788,Twenty Years' War,Bruneian Sultanate,Sultanate of Sulu\nThe Philippines\nCo-belligerents\nKingdom of Spain\nCaptaincy General of\nthe Philippines,,https://en.wikipedia.org/wiki/Twenty_Years'_War,
1769,1806,Moamoria rebellion,Kingdom of Ahom,Morans,,https://en.wikipedia.org/wiki/Moamoria_rebellion,
1771,1771,Moscow plague riot of\n1771,Russian Empire,Rioters,,https://en.wikipedia.org/wiki/Moscow_plague_riot_of_1771,https://en.wikipedia.org/wiki/Moscow_plague_riot_of_1771
1771,1785,Tây Sơn–Nguyễn War\n(1771–1785),Tây Sơn dynasty,Nguyen lords,,,
1771,1802,Fakir-Sannyasi\nrebellion,Company Raj,Fakirs\nSannyasis,,https://en.wikipedia.org/wiki/Fakir-Sannyasi_rebellion,https://en.wikipedia.org/wiki/Fakir-Sannyasi_rebellion
1773,1775,Pugachev's Rebellion,Russian Empire,Cossack and peasant rebels\nTatar and Bashkir nobles,,https://en.wikipedia.org/wiki/Pugachev's_Rebellion,
1774,1774,Lord Dunmore's War,Colony of Virginia,Shawnees\nMingos,,https://en.wikipedia.org/wiki/Lord_Dunmore's_War,
1775,1775,Rising of the Priests,Order of Saint John,Clergy,,https://en.wikipedia.org/wiki/Rising_of_the_Priests,
,,nan,nan,nan,,,
1775,1776,Burmese–Siamese\nWar (1775–1776),Siam,Burma,,https://en.wikipedia.org/wiki/Burmese%E2%80%93Siamese_War_(1775%E2%80%931776),https://en.wikipedia.org/wiki/Burmese%E2%80%93Siamese_War_(1775%E2%80%931776)
1775,1782,First Anglo-Maratha\nWar,British East India Company,Maratha Empire,,https://en.wikipedia.org/wiki/First_Anglo-Maratha_War,https://en.wikipedia.org/wiki/First_Anglo-Maratha_War
1775,1783,American\nRevolutionary War,United States\nFrance (1778–83)\nSpain (1779–83)\nDutch Republic (1780–83)\nCo-belligerents\nVermont (1777–83)\nOneida\nTuscarora\nWatauga Association\nCatawba\nLenape,Great Britain\nLoyalists\nGerman auxiliaries\nCo-belligerents\nIroquois Confederacy\nOnondaga\nMohawk\nCayuga\nSeneca\nCherokee,,https://en.wikipedia.org/wiki/American_Revolutionary_War,https://en.wikipedia.org/wiki/American_Revolutionary_War
1776,1777,Spanish–Portuguese\nWar (1776–1777),Spanish Empire,Portuguese Empire,,https://en.wikipedia.org/wiki/Spanish%E2%80%93Portuguese_War_(1776%E2%80%931777),https://en.wikipedia.org/wiki/Spanish%E2%80%93Portuguese_War_(1776%E2%80%931777)
1776,1794,Chickamauga Wars\n(1776–1794),United States,Cherokee,,https://en.wikipedia.org/wiki/Cherokee%E2%80%93American_wars,https://en.wikipedia.org/wiki/Cherokee%E2%80%93American_wars
1778,1779,War of the Bavarian\nSuccession,Austria,Kingdom of Prussia\nElectorate of Saxony,,https://en.wikipedia.org/wiki/War_of_the_Bavarian_Succession,https://en.wikipedia.org/wiki/War_of_the_Bavarian_Succession
1778,1783,Anglo-French War\n(1778–1783),France,Great Britain,,https://en.wikipedia.org/wiki/Anglo-French_War_(1778%E2%80%931783),https://en.wikipedia.org/wiki/Anglo-French_War_(1778%E2%80%931783)
1779,1783,Anglo-Spanish War\n,Spain,Great Britain,American\nRevolutionary War,https://en.wikipedia.org/wiki/Spain_and_the_American_Revolutionary_War,
1779,1781,First Xhosa War,Dutch Cape Colony,Xhosa tribesmen,,https://en.wikipedia.org/wiki/Xhosa_Wars#First_war_(1779%E2%80%931781),
1780,1784,Fourth Anglo-Dutch\nWar\n,Great Britain,Dutch Republic\nFrance,American\nRevolutionary War,https://en.wikipedia.org/wiki/Fourth_Anglo-Dutch_War,https://en.wikipedia.org/wiki/Fourth_Anglo-Dutch_War
1780,1784,Second Anglo-Mysore\nWar,Mysore\nFrance\nDutch Republic,British East India Company\nGreat Britain\nHanover,,https://en.wikipedia.org/wiki/Second_Anglo-Mysore_War,https://en.wikipedia.org/wiki/Second_Anglo-Mysore_War
1780,1783,Rebellion of Túpac\nAmaru II,Spanish Empire\nViceroyalty of Peru\nViceroyalty of the Río\nde la Plata,Aymara-Quechua rebels,,https://en.wikipedia.org/wiki/Rebellion_of_T%C3%BApac_Amaru_II,https://en.wikipedia.org/wiki/Rebellion_of_T%C3%BApac_Amaru_II
1781,1781,Jahriyya revolt,Qing dynasty\nKhafiya Sufi Muslims,Jahriyya Sufi Muslims,,https://en.wikipedia.org/wiki/Jahriyya_revolt,
1781,1781,Revolt of the\nComuneros (New\nGranada),Viceroyalty of New\nGranada,Comuneros,,https://en.wikipedia.org/wiki/Revolt_of_the_Comuneros_(New_Granada),https://en.wikipedia.org/wiki/Revolt_of_the_Comuneros_(New_Granada)
1782,1782,1782 Sylhet uprising,British East India Company,Bengali Muslims,,https://en.wikipedia.org/wiki/1782_Sylhet_uprising,
,,nan,nan,nan,,,
1782,1810,Unification of Hawaii,Kingdom of Hawai'i,Kingdom of Maui\nKingdom of Kauai\nKingdom of O'ahu,,https://en.wikipedia.org/wiki/Unification_of_Hawaii,
1783,1783,1782–83 unrest in\nBahrain,Sheikhdom of Zubarah,Zand dynasty,,https://en.wikipedia.org/wiki/1782%E2%80%9383_unrest_in_Bahrain,https://en.wikipedia.org/wiki/1782%E2%80%9383_unrest_in_Bahrain
1783,1783,Kuban Nogai Uprising,Russian Empire,Lesser Nogai Horde,,https://en.wikipedia.org/wiki/Kuban_Nogai_Uprising,
1784,1784,Oman-Zanzibar War,Muscat and Oman,Zanzibar,,https://en.wikipedia.org/wiki/Oman-Zanzibar_war,
1784,1784,Kettle War,Dutch Republic,Austria,,https://en.wikipedia.org/wiki/Kettle_War,
1784,1784,Sagbadre War,Denmark-Norway\nAda Foah,Anlo Confederacy,,https://en.wikipedia.org/wiki/Sagbadre_War,
1784,1784,"Revolt of Horea,\nCloșca and Crișan",Transylvania,Peasant rebels,,"https://en.wikipedia.org/wiki/Revolt_of_Horea,_Clo%C8%99ca_and_Cri%C8%99an","https://en.wikipedia.org/wiki/Revolt_of_Horea,_Clo%C8%99ca_and_Cri%C8%99an"
1785,1785,Battle of Rạch Gầm-\nXoài Mút,Tây Sơn dynasty,Siam\nNguyễn lords,,https://en.wikipedia.org/wiki/Battle_of_R%E1%BA%A1ch_G%E1%BA%A7m-Xo%C3%A0i_M%C3%BAt,https://en.wikipedia.org/wiki/Battle_of_R%E1%BA%A1ch_G%E1%BA%A7m-Xo%C3%A0i_M%C3%BAt
1785,1786,Burmese–Siamese\nWar (1785–86),Siam,Burma,,https://en.wikipedia.org/wiki/Burmese%E2%80%93Siamese_War_(1785%E2%80%9386),https://en.wikipedia.org/wiki/Burmese%E2%80%93Siamese_War_(1785%E2%80%9386)
1785,1795,Northwest Indian War,United States,Western Confederacy\nBritish Canada,,https://en.wikipedia.org/wiki/Northwest_Indian_War,
1786,1786,Tây Sơn–Trịnh War,Tây Sơn dynasty,Trịnh lords,,,
1786,1787,Lofthuus' Rebellion,Denmark-Norway,Norwegian Peasants,,https://en.wikipedia.org/wiki/Christian_Jensen_Lofthuus,
1786,1787,Shays' Rebellion,United States,Daniel Shays and rebels,,https://en.wikipedia.org/wiki/Shays'_Rebellion,
1787,1787,Prussian invasion of\nHolland,Prussia\nOrangists,States of Holland\nPatriots,,https://en.wikipedia.org/wiki/Prussian_invasion_of_Holland,https://en.wikipedia.org/wiki/Prussian_invasion_of_Holland
1787,1787,Burmese–Siamese\nWar (1787),Burmese Empire,Siam,,https://en.wikipedia.org/wiki/Burmese%E2%80%93Siamese_War_(1787),https://en.wikipedia.org/wiki/Burmese%E2%80%93Siamese_War_(1787)
1787,1791,Austro-Turkish War\n(1787–1791),Austria\nRussia,Ottoman Empire,,https://en.wikipedia.org/wiki/Austro-Turkish_War_(1787%E2%80%931791),https://en.wikipedia.org/wiki/Austro-Turkish_War_(1787%E2%80%931791)
1787,1792,Russo-Turkish War\n(1787–92),Russian Empire,Ottoman Empire,,https://en.wikipedia.org/wiki/Russo-Turkish_War_(1787%E2%80%9392),https://en.wikipedia.org/wiki/Russo-Turkish_War_(1787%E2%80%9392)
1787,1802,Tây Sơn–Nguyễn War\n(1787–1802),Nguyễn lords,Tây Sơn dynasty,,,
1788,1790,Russo-Swedish War\n(1788–1790),Sweden,Russia,,https://en.wikipedia.org/wiki/Russo-Swedish_War_(1788%E2%80%931790),https://en.wikipedia.org/wiki/Russo-Swedish_War_(1788%E2%80%931790)
1788,1789,Theatre War,Denmark–Norway,Sweden,,https://en.wikipedia.org/wiki/Theatre_War,
1788,1934,Australian frontier wars,European settlers,Indigenous Australians,,https://en.wikipedia.org/wiki/Australian_frontier_wars,
1788,1792,Sino-Nepalese War,Qing dynasty,Kingdom of Nepal,,https://en.wikipedia.org/wiki/Sino-Nepalese_War,
1788,1789,Battle of Ngọc Hồi-\nĐống Đa,Qing dynasty\nLê dynasty,Tây Sơn dynasty,,https://en.wikipedia.org/wiki/Battle_of_Ng%E1%BB%8Dc_H%E1%BB%93i-%C4%90%E1%BB%91ng_%C4%90a,https://en.wikipedia.org/wiki/Battle_of_Ng%E1%BB%8Dc_H%E1%BB%93i-%C4%90%E1%BB%91ng_%C4%90a
1789,1789,Menashi-Kunashir\nRebellion,Tokugawa shogunate,Ainu rebels,,https://en.wikipedia.org/wiki/Menashi-Kunashir_Rebellion,https://en.wikipedia.org/wiki/Menashi-Kunashir_Rebellion
,,nan,nan,nan,,,
1789,1792,Third Anglo-Mysore\nWar,British East India Company\nMaratha Empire\nHyderabad\nTravancore,Mysore,,https://en.wikipedia.org/wiki/Third_Anglo-Mysore_War,https://en.wikipedia.org/wiki/Third_Anglo-Mysore_War
1789,1794,Qajar conquest of the\nZand Dynasty,Qajar dynasty,Zand dynasty,,https://en.wikipedia.org/wiki/Lotf_Ali_Khan#Reign,https://en.wikipedia.org/wiki/Lotf_Ali_Khan#Reign
1789,1793,Second Xhosa War,Dutch Cape Colony,Xhosa tribesmen,,https://en.wikipedia.org/wiki/Xhosa_Wars#Second_war_(1789%E2%80%9393),
1789,1791,Liège Revolution,Prince-Bishopric of Liège\nAustria,Republic of Liège,,https://en.wikipedia.org/wiki/Li%C3%A8ge_Revolution,
1789,1790,Brabant Revolution,Austrian Netherlands,Brabant rebels (1789–90)\nUnited Belgian States (1790),,https://en.wikipedia.org/wiki/Brabant_Revolution,
1789,1789,French Revolution,Jacobins\nGirondins\nSans-Culottes,Monarchists\nModerate Revolutionaries\nRealists,,https://en.wikipedia.org/wiki/French_Revolution,
1790,1790,Saxon Peasants'\nRevolt,Electorate of Saxony,Peasant rebels,,https://en.wikipedia.org/wiki/Saxon_Peasants'_Revolt,https://en.wikipedia.org/wiki/Saxon_Peasants'_Revolt
1790,1802,Pemulwuy Resistance,British Empire,Pemulwuy,,https://en.wikipedia.org/wiki/Pemulwuy,
1790,1791,Avignon–Comtat\nVenaissin War,Revolutionary Avignon\nmunicipal government\nKingdom of France,Papal States\nComtat Venaissin\nUnion of St. Cecilia (from\n1791),,https://en.wikipedia.org/wiki/Avignon%E2%80%93Comtat_Venaissin_War,https://en.wikipedia.org/wiki/Avignon%E2%80%93Comtat_Venaissin_War
1791,1804,Haitian Revolution,Haiti\nGreat Britain\nSpain (1793–1795)\nFrench royalists,France\nPolish Legions,,https://en.wikipedia.org/wiki/Haitian_Revolution,
1791,1794,Whiskey Rebellion,United States,Frontier tax protestors,,https://en.wikipedia.org/wiki/Whiskey_Rebellion,
1792,1792,Dundiya rebellion,Kingdom of Ahom,Party of Haradutta Bujarbarua,,https://en.wikipedia.org/wiki/Dundiya_rebellion,
1792,1792,Polish–Russian War of\n1792,Russia\nTargowica Confederates,Polish–Lithuanian\nCommonwealth,,https://en.wikipedia.org/wiki/Polish%E2%80%93Russian_War_of_1792,https://en.wikipedia.org/wiki/Polish%E2%80%93Russian_War_of_1792
1792,1792,Burmese–Siamese\nWar (1792),Burmese Empire,Siam,,https://en.wikipedia.org/wiki/Burmese%E2%80%93Siamese_War_(1792),https://en.wikipedia.org/wiki/Burmese%E2%80%93Siamese_War_(1792)
1792,1797,War of the First\nCoalition\n,France\nSpain (from 1796)\nBatavian Republic (from\n1795)\nFrench satellite states\nPolish Legions (from\n[21]\n1795),First Coalition:\nAustria\n[22]\nHoly Roman Empire\nPrussia (until 1795)\nGreat Britain\nFrench Royalists\nSpain (until 1795)\nPortugal\nKingdom of Sardinia\nNaples and Sicily\nOther Italian states[23],French\nRevolutionary Wars,https://en.wikipedia.org/wiki/War_of_the_First_Coalition,https://en.wikipedia.org/wiki/War_of_the_First_Coalition
,,,,Ottoman Empire\nDutch Republic (until\n1795),,,
1793,1796,War in the Vendée\n,France,Vendéens\nChouans\nÉmigrés\nGreat Britain,War of the\nFirst Coalition,https://en.wikipedia.org/wiki/War_in_the_Vend%C3%A9e,
1793,1795,Tripolitanian civil war,Karamanli dynasty,Ottoman Tripolitania,,https://en.wikipedia.org/wiki/Tripolitanian_civil_war,
1793,1795,War of the Pyrenees,Kingdom of France,Kingdom of Spain,,https://en.wikipedia.org/wiki/War_of_the_Pyrenees,
1793,1806,Cotiote War,British East India Company,Kingdom of Kottayam,,https://en.wikipedia.org/wiki/Cotiote_War,
1794,1794,Nickajack Expedition,American Frontiersmen,Chickamauga Cherokee,,https://en.wikipedia.org/wiki/Nickajack_Expedition,
1794,1794,Pazvantoğlu Rebellion,Ottoman Empire,Mercenaries,,https://en.wikipedia.org/wiki/Osman_Pazvanto%C4%9Flu,
1794,1794,Kościuszko Uprising,Russia\nPrussia,Polish–Lithuanian\nCommonwealth,,https://en.wikipedia.org/wiki/Ko%C5%9Bciuszko_Uprising,
1794,1804,White Lotus Rebellion,Qing dynasty,White Lotus society,,https://en.wikipedia.org/wiki/White_Lotus_Rebellion,
1795,1795,Curaçao Slave Revolt\nof 1795,Batavian Republic,Slaves,,https://en.wikipedia.org/wiki/Cura%C3%A7ao_Slave_Revolt_of_1795,https://en.wikipedia.org/wiki/Cura%C3%A7ao_Slave_Revolt_of_1795
1795,1795,Battle of Krtsanisi,Persian Empire\n* Ganja Khanate\n* Erivan Khanate,Kingdom of Kartli-Kakheti\nImereti,,https://en.wikipedia.org/wiki/Battle_of_Krtsanisi,
1795,1796,Fédon's rebellion,Britain,Grenadian Republicans,,https://en.wikipedia.org/wiki/F%C3%A9don's_rebellion,
1795,1816,Hawkesbury and\nNepean Wars,Kingdom of Great Britain,Dharug Nation\nEora Nation\nTharawal Nation\nGandangara Nation,,https://en.wikipedia.org/wiki/Hawkesbury_and_Nepean_Wars,https://en.wikipedia.org/wiki/Hawkesbury_and_Nepean_Wars
1795,1797,Second Carib War,Britain,Carib slaves,,https://en.wikipedia.org/wiki/Second_Carib_War,
